518;178
267;47
181;96
222;243
222;243
456;229
456;229
531;112
255;76
137;216
311;279
476;162
295;74
192;161
299;308
533;198
281;69
156;191
293;310
508;204
535;83
298;67
171;179
249;285
386;290
516;141
304;61
159;203
253;327
417;309
547;165
309;42
151;169
313;347
476;311
537;142
225;77
142;162
311;259
528;90
286;56
205;138
271;228
483;179
273;38
130;204
329;243
495;145
287;72
188;167
262;263
450;261
539;69
287;61
177;175
255;256
444;258
290;38
205;117
277;265
554;188
259;48
220;121
313;264
400;18
279;158
306;60
188;177
320;266
509;186
549;79
296;41
213;174
316;283
412;193
418;26
344;140
275;33
190;136
233;313
344;314
470;34
345;168
280;50
202;123
239;234
371;255
492;129
257;35
135;185
277;281
450;202
284;72
175;169
399;289
531;97
256;80
117;233
323;283
458;200
259;66
173;210
314;281
487;158
245;45
180;163
319;281
383;46
308;140
296;41
253;93
305;187
478;148
529;81
298;30
172;161
285;254
467;133
322;73
246;157
333;251
556;138
318;55
225;184
337;258
540;179
291;69
202;186
321;268
524;193
257;44
162;152
265;249
450;162
171;173
300;258
540;146
280;49
194;168
267;246
365;248
465;128
289;62
163;173
359;326
542;142
289;69
211;144
245;274
430;302
541;161
312;47
229;148
305;268
527;193
293;61
197;170
308;261
452;218
257;34
168;159
267;269
481;109
285;20
168;219
384;329
448;14
326;182
272;30
165;167
283;335
430;5
303;166
315;58
211;166
295;235
469;129
289;30
183;159
252;243
475;112
267;33
181;163
302;291
449;26
306;183
326;10
311;37
179;213
324;318
471;7
334;196
305;61
201;162
320;247
524;185
564;46
282;45
147;173
250;313
439;250
516;129
294;38
173;169
292;325
529;303
208;284
278;63
172;197
302;309
452;279
517;119
312;42
173;149
195;266
345;291
529;119
322;40
177;141
204;292
403;317
524;102
371;35
201;163
312;304
560;353
584;110
252;37
181;178
369;289
432;10
309;156
323;8
313;40
177;178
269;297
396;300
462;23
341;178
374;14
259;44
211;183
362;323
431;28
332;138
323;18
330;78
212;217
408;346
503;292
557;145
342;58
195;139
255;32
230;50
230;77
253;96
274;109
273;183
246;194
202;211
431;227
403;198
360;167
340;121
374;99
406;52
330;19
302;66
188;148
248;253
413;262
494;156
369;47
308;49
286;74
285;120
316;132
330;144
330;214
315;232
254;249
253;266
467;266
467;255
392;234
368;212
361;142
366;132
402;119
398;71
350;43
285;134
335;259
455;41
376;131
395;27
371;52
276;57
233;99
239;154
291;174
293;276
192;319
189;335
459;339
455;315
352;272
347;175
408;139
409;78
369;52
196;197
337;261
512;263
564;144
317;57
198;171
364;280
488;231
578;108
